domain;ip;certificate_is_valid;status_https
fqdn_akamai;N/A;N/A;N/A
wertpapieraufsichtsgesetz.bankaustria.at,23.1.71.206,OK,Error: 
webportfolio.bankaustria.at,23.1.78.162,OK,Error: 
vorsorgen.bankaustria.at,23.1.71.206,OK,Error: 
vorsorge.bankaustria.at,23.1.71.206,OK,Error: 
visainfinite.bankaustria.at,23.1.71.206,OK,Error: 
veranstaltungen.bankaustria.at,23.1.71.206,OK,Error: 
v-accounting.bankaustria.at,95.101.235.81,OK,403
www.userinfo.bankaustria.at,162.25.26.71,NON_OK,Error: 
userinfo.bankaustria.at,162.25.26.71,NON_OK,Error: 
universexklusiv.bankaustria.at,23.1.71.206,OK,Error: 
ueberweisen.bankaustria.at,23.1.71.206,OK,Error: 
ucsf.bankaustria.at,23.1.78.162,OK,403
ucc-kaiserwasser-abnahme.bankaustria.at,162.25.24.123,NON_OK,Error: 
ucc-kaiserwasser.bankaustria.at,162.25.24.124,NON_OK,Error: 
www.tradepurchase.bankaustria.at;N/A;N/A;N/A
tradepurchase.bankaustria.at;N/A;N/A;N/A
tradeclub.bankaustria.at,23.1.71.206,OK,Error: 
tippspiel.bankaustria.at,89.110.133.35,NON_OK,Error: 
www.ticketing-webapps-qs.bankaustria.at;N/A;N/A;N/A
ticketing-webapps-qs.bankaustria.at;N/A;N/A;N/A
ticketing.bankaustria.at,23.1.71.206,OK,Error: 
test-new.bankaustria.at,213.134.67.45,NON_OK,Error: 
sign.test.bankaustria.at,92.123.106.170,OK,403
master-data-management.test.bankaustria.at,92.123.106.170,OK,Error: 
test.bankaustria.at,23.1.71.206,OK,Error: 
www.tennistrophy.bankaustria.at,91.199.175.61,NON_OK,Error: 
onlinechallenge.tennistrophy.bankaustria.at,87.106.12.109,NON_OK,Error: 
members.tennistrophy.bankaustria.at,87.106.12.109,NON_OK,Error: 
logen.tennistrophy.bankaustria.at,87.106.12.109,NON_OK,Error: 
tennistrophy.bankaustria.at,91.199.175.61,NON_OK,Error: 
tablets.bankaustria.at,162.25.24.43,NON_OK,Error: 
summersplash.bankaustria.at,23.1.71.206,OK,Error: 
suche.bankaustria.at;N/A;N/A;N/A
studenten.bankaustria.at,23.1.71.206,OK,Error: 
standard-fx-business-en.bankaustria.at,23.1.71.206,OK,Error: 
standard-fx-business.bankaustria.at,23.1.71.206,OK,Error: 
sstc.bankaustria.at,162.25.64.163,OK,403
sslvpntest.bankaustria.at,162.25.24.35,NON_OK,Error: 
sslvpn.bankaustria.at,162.25.24.34,NON_OK,Error: 
sport.bankaustria.at,91.199.175.61,NON_OK,Error: 
sparen.bankaustria.at,23.1.71.206,OK,Error: 
sozialpreis.bankaustria.at,23.1.71.206,OK,Error: 
soapgw.bankaustria.at,162.25.25.39,NON_OK,Error: 
soap.bankaustria.at,162.25.25.45,NON_OK,Error: 
www.smetrics.bankaustria.at,63.140.62.139,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.smetrics.bankaustria.at'. (_ssl.c:1006)
smetrics.bankaustria.at,63.140.62.139,OK,200
smartbanking.bankaustria.at,23.1.71.206,OK,Error: 
sign.bankaustria.at,23.1.78.162,OK,401
sicherheit-qatest.bankaustria.at,217.148.100.72,NON_OK,Error: 
sicherheit-prtest.bankaustria.at,217.148.100.85,NON_OK,Error: 
sicherheit.bankaustria.at,23.1.71.206,OK,Error: 
shoptest.bankaustria.at,217.148.100.31,NON_OK,Error: 
shop-qa-new.bankaustria.at,162.25.64.150,NON_OK,Error: 
shop-qa.bankaustria.at,162.25.64.150,NON_OK,Error: 
shop-new.bankaustria.at,162.25.64.151,OK,301
shop-dev-new.bankaustria.at,162.25.64.149,NON_OK,Error: 
shop-dev.bankaustria.at,162.25.64.149,NON_OK,Error: 
shop.bankaustria.at,162.25.64.151,OK,301
shareholders-ir-en.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'shareholders-ir-en.bankaustria.at'. (_ssl.c:1006)
servicetools.bankaustria.at,23.1.71.206,OK,Error: 
service.bankaustria.at;N/A;N/A;N/A
securities-supervision-act.bankaustria.at,23.1.71.206,OK,Error: 
sb.bankaustria.at,23.1.71.206,OK,Error: 
riskcontrol.bankaustria.at,162.25.65.88,NON_OK,Error: 
res-findata-ba-v2.bankaustria.at,92.123.106.137,OK,404
rechner-qatest-new.bankaustria.at,194.149.233.76,NON_OK,Error: 
rechner-qatest.bankaustria.at,194.149.233.76,NON_OK,Error: 
rechner-new.bankaustria.at,80.84.99.32,OK,302
rechner.bankaustria.at,80.84.99.32,OK,302
www.realinvest-test.bankaustria.at;N/A;N/A;N/A
realinvest-test.bankaustria.at;N/A;N/A;N/A
reader-prtest.bankaustria.at,217.148.100.83,NON_OK,Error: 
www.reader.bankaustria.at,87.237.120.89,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.reader.bankaustria.at'. (_ssl.c:1006)
ratings-ir-en.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ratings-ir-en.bankaustria.at'. (_ssl.c:1006)
ratings-ir.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ratings-ir.bankaustria.at'. (_ssl.c:1006)
neukunde.qsu.bankaustria.at,62.122.87.7,NON_OK,Error: 
sign.qc.bankaustria.at,213.134.67.206,NON_OK,Error: 
www.ebanking.qc.bankaustria.at,213.134.66.152,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ebanking.qc.bankaustria.at'. (_ssl.c:1006)
www.cpe.qc.bankaustria.at,62.122.83.31,NON_OK,Error: 
cpe.qc.bankaustria.at,62.122.83.31,NON_OK,Error: 
publicsector.bankaustria.at,23.1.71.206,OK,Error: 
www.privatebankingnewsletters.bankaustria.at,178.15.59.242,NON_OK,Error: 
privatebankingnewsletters.bankaustria.at,178.15.59.242,NON_OK,Error: 
www.perspektiven.privatebanking.bankaustria.at,172.66.40.172,NON_OK,Error: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1006)
perspektiven.privatebanking.bankaustria.at,172.66.40.172,NON_OK,Error: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1006)
privatebanking.bankaustria.at,23.1.71.206,OK,Error: 
presse.bankaustria.at,23.1.71.206,OK,Error: 
www.premiumbankingnewsletters.bankaustria.at,178.15.59.242,NON_OK,Error: 
www.popup.bankaustria.at,188.40.54.205,NON_OK,Error: 
popup.bankaustria.at,188.40.54.205,NON_OK,Error: 
popqs.bankaustria.at,162.25.25.12,NON_OK,Error: 
popint1.bankaustria.at,162.25.25.40,NON_OK,Error: 
pop.bankaustria.at,162.25.25.21,NON_OK,Error: 
www.pkmbdialog.bankaustria.at;N/A;N/A;N/A
pkmbdialog.bankaustria.at;N/A;N/A;N/A
phnx.bankaustria.at,23.1.71.206,OK,200
pensionsrechner.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'pensionsrechner.bankaustria.at'. (_ssl.c:1006)
old-e.callback.uat.openproduct.bankaustria.at,92.123.106.113,OK,403
oco-vs.callback.uat.openproduct.bankaustria.at,92.123.106.113,OK,403
oco-vc.callback.uat.openproduct.bankaustria.at,92.123.106.113,OK,403
dxs-n.callback.uat.openproduct.bankaustria.at,92.123.106.113,OK,403
dxs-d.callback.uat.openproduct.bankaustria.at,92.123.106.113,OK,403
old-e.callback.openproduct.bankaustria.at,92.123.106.192,OK,403
oco-vc.callback.openproduct.bankaustria.at,92.123.106.216,OK,403
omn.api.openproduct.bankaustria.at,92.123.106.169,OK,404
old.api.openproduct.bankaustria.at,92.123.106.185,OK,404
oco.api.openproduct.bankaustria.at,92.123.106.185,OK,404
dxs.api.openproduct.bankaustria.at,92.123.106.185,OK,404
aoo.api.openproduct.bankaustria.at,92.123.106.185,OK,404
openproduct.bankaustria.at,92.123.106.185,OK,301
openaccount.bankaustria.at,92.123.106.169,OK,301
onlineint1.bankaustria.at,162.25.25.41,NON_OK,Error: 
onlinebanking.bankaustria.at,23.1.71.206,OK,Error: 
online.bankaustria.at,23.1.78.162,OK,Error: 
ombudsstelle.bankaustria.at,23.1.71.206,OK,Error: 
nlreg.bankaustria.at,162.25.26.163,NON_OK,Error: 
www.newsletters.bankaustria.at,178.15.59.242,NON_OK,Error: 
newsletters.bankaustria.at,178.15.59.242,NON_OK,Error: 
nci-en.bankaustria.at,23.1.71.206,OK,Error: 
nci.bankaustria.at,23.1.71.206,OK,Error: 
nationalparks.bankaustria.at,23.1.71.206,OK,Error: 
nachhaltigkeit.bankaustria.at,23.1.71.206,OK,Error: 
myfeedback.bankaustria.at,23.1.71.206,OK,Error: 
musical.bankaustria.at,23.1.71.206,OK,Error: 
mobilegeldboerse.bankaustria.at,23.1.71.206,OK,Error: 
mobilebanking.bankaustria.at,23.1.71.206,OK,Error: 
mobile2.bankaustria.at,92.123.106.112,OK,Error: 
mobile.bankaustria.at,92.123.106.211,OK,Error: 
mitarbeiterkonto.bankaustria.at,23.1.71.206,OK,Error: 
www.mitarbeiterforum.bankaustria.at,91.217.141.116,NON_OK,Error: All connection attempts failed
mitarbeiterforum.bankaustria.at,91.217.141.116,NON_OK,Error: All connection attempts failed
mfb94.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mfb94.bankaustria.at'. (_ssl.c:1006)
mfb61.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mfb61.bankaustria.at'. (_ssl.c:1006)
meingeld.bankaustria.at,23.1.71.206,OK,Error: 
mcatalogue.bankaustria.at,23.1.78.162,OK,403
mbsip2.bankaustria.at,62.122.86.151,NON_OK,Error: All connection attempts failed
mbsip.bankaustria.at,80.84.99.20,NON_OK,Error: 
master-data-management.bankaustria.at,92.123.106.169,OK,403
mailernew.bankaustria.at,185.26.190.130,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mailernew.bankaustria.at'. (_ssl.c:1006)
login.bankaustria.at,23.1.78.162,OK,Error: 
www.lobby.bankaustria.at;N/A;N/A;N/A
lobby.bankaustria.at;N/A;N/A;N/A
lernplattform-unicredit-academy-qatest-new.bankaustria.at,213.134.67.162,NON_OK,Error: 
lernplattform-unicredit-academy-qatest.bankaustria.at,213.134.67.162,NON_OK,Error: 
lernplattform-unicredit-academy-new.bankaustria.at,213.134.67.168,OK,303
lernplattform-unicredit-academy.bankaustria.at,213.134.67.168,OK,303
kursinfo.bankaustria.at,23.1.78.162,OK,Error: 
kundensinn.bankaustria.at;N/A;N/A;N/A
kuc-nl.bankaustria.at,217.175.192.25,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'kuc-nl.bankaustria.at'. (_ssl.c:1006)
ktonrservlet.bankaustria.at,162.25.25.11,NON_OK,Error: 
kreditkarte.bankaustria.at,23.1.71.206,OK,Error: 
kredit.bankaustria.at,23.1.71.206,OK,Error: 
kontoangebot.bankaustria.at,23.1.71.206,OK,Error: 
konto4business.bankaustria.at,23.1.71.206,OK,Error: 
konto.bankaustria.at,23.1.71.206,OK,Error: 
kontaktlos.bankaustria.at,23.1.71.206,OK,Error: 
kontakt-new.bankaustria.at,80.84.99.33,OK,302
www.kontakt.bankaustria.at,217.148.100.64,NON_OK,Error: 
kontakt.bankaustria.at,80.84.99.33,OK,302
kidscard.bankaustria.at,23.1.71.206,OK,Error: 
kids-otc.bankaustria.at,23.1.71.206,OK,Error: 
karriere.bankaustria.at,23.1.71.206,OK,Error: 
jobs.bankaustria.at,23.1.71.206,OK,Error: 
www.ebanking.it.bankaustria.at,213.134.66.104,NON_OK,Error: All connection attempts failed
ir-en.bankaustria.at,23.1.71.206,OK,Error: 
ir.bankaustria.at,23.1.71.206,OK,Error: 
ilwebdav-qa.bankaustria.at,194.149.232.167,NON_OK,Error: 
ilwebdav-new.bankaustria.at,213.134.66.147,NON_OK,Error: 
ilwebdav.bankaustria.at,213.134.66.147,NON_OK,Error: 
ial.bankaustria.at,92.123.106.147,OK,404
hotspot-abnahme.bankaustria.at,162.25.24.123,NON_OK,Error: 
hotspot.bankaustria.at,162.25.24.124,NON_OK,Error: 
hostingb6.bankaustria.at,162.25.26.152,NON_OK,Error: 
hostingb5.bankaustria.at,162.25.26.153,NON_OK,Error: 
hostingb4.bankaustria.at,162.25.26.152,NON_OK,Error: 
hostingb3.bankaustria.at,162.25.26.152,NON_OK,Error: 
hostingb2.bankaustria.at,162.25.26.152,NON_OK,Error: 
hostingb1.bankaustria.at,162.25.26.152,NON_OK,Error: 
hostingb.bankaustria.at,162.25.26.152,NON_OK,Error: 
hosting7.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting6.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting5.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting4.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting3.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting20.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting2.bankaustria.at,162.25.26.188,NON_OK,Error: 
hosting19.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting18.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting17.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting16.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting15.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting14.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting13.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting1.bankaustria.at,162.25.26.135,NON_OK,Error: 
hosting.bankaustria.at,162.25.26.135,NON_OK,Error: 
historische-wertentwicklung-prtest.bankaustria.at,217.148.100.110,NON_OK,Error: 
www.golfcup.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.golfcup.bankaustria.at'. (_ssl.c:1006)
golfcup.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'golfcup.bankaustria.at'. (_ssl.c:1006)
glan-abnahme.bankaustria.at,162.25.24.125,NON_OK,Error: 
glan.bankaustria.at,162.25.24.126,NON_OK,Error: 
girokonto.bankaustria.at,23.1.71.206,OK,Error: 
gimb-auth.bankaustria.at;N/A;N/A;N/A
gimb-admin.bankaustria.at;N/A;N/A;N/A
gewinnfreibetrag.bankaustria.at,23.1.71.206,OK,Error: 
gesundheitsberufe.bankaustria.at,23.1.71.206,OK,Error: 
geschaeftsbericht2004.bankaustria.at,157.90.182.79,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'geschaeftsbericht2004.bankaustria.at'. (_ssl.c:1006)
geschaeftsbericht.bankaustria.at,162.25.26.183,NON_OK,Error: 
gemeinsam-miteinander-qatest.bankaustria.at,217.148.100.73,NON_OK,Error: 
gemeinsam-miteinander-prtest.bankaustria.at,217.148.100.86,NON_OK,Error: 
geldanlage.bankaustria.at,23.1.71.206,OK,Error: 
gebaerdensprache.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'gebaerdensprache.bankaustria.at'. (_ssl.c:1006)
geb.bankaustria.at,23.1.78.162,OK,Error: 
forms.bankaustria.at,23.1.78.162,OK,403
fondssparen.bankaustria.at,23.1.71.206,OK,Error: 
foerderfinder.bankaustria.at,23.1.71.206,OK,Error: 
www.firmenkunden.bankaustria.at,23.1.71.206,OK,301
firmenkunden.bankaustria.at,23.1.71.206,OK,Error: 
finanzpartner.bankaustria.at,23.1.71.206,OK,Error: 
finanzierungen.bankaustria.at,23.1.71.206,OK,Error: 
filialliste2.bankaustria.at,217.196.157.233,OK,301
filialliste.bankaustria.at,217.196.157.233,OK,301
filialfinder2.bankaustria.at,217.196.157.233,OK,301
www.filialfinder.bankaustria.at,217.196.157.233,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.filialfinder.bankaustria.at'. (_ssl.c:1006)
m.filialfinder.bankaustria.at,194.169.246.6,NON_OK,Error: All connection attempts failed
filialfinder.bankaustria.at,217.196.157.233,OK,302
www.filialen.bankaustria.at,217.196.157.233,OK,302
filialen.bankaustria.at,217.196.157.233,OK,302
filegateway.bankaustria.at,162.25.25.102,OK,404
www.feedback.bankaustria.at,18.185.245.31,OK,200
feedback.bankaustria.at,3.76.75.84,OK,200
events.bankaustria.at,86.59.12.58,OK,302
www.unicreditgroup.euro2008.bankaustria.at,83.220.131.71,NON_OK,Error: 
unicreditgroup.euro2008.bankaustria.at,83.220.131.71,NON_OK,Error: 
esop2010.bankaustria.at,162.25.25.105,NON_OK,Error: 
www.erfolgscup.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.erfolgscup.bankaustria.at'. (_ssl.c:1006)
erfolgscup.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'erfolgscup.bankaustria.at'. (_ssl.c:1006)
energiesparseminar.bankaustria.at;N/A;N/A;N/A
einlagensicherung.bankaustria.at,23.1.71.206,OK,Error: 
economicresearch-e.bankaustria.at,23.1.71.206,OK,Error: 
economicresearch.bankaustria.at,23.1.71.206,OK,Error: 
ebusiness-infozoneqs.bankaustria.at;N/A;N/A;N/A
ebusiness-infozone.bankaustria.at;N/A;N/A;N/A
ebanking.bankaustria.at,92.123.106.208,OK,Error: 
ebank.bankaustria.at;N/A;N/A;N/A
e-magazinapp-qatest.bankaustria.at,217.148.100.69,NON_OK,Error: 
e-magazinapp-prtest.bankaustria.at,217.148.100.82,NON_OK,Error: 
www.e-magazinapp.bankaustria.at;N/A;N/A;N/A
dmzmail.bankaustria.at,162.25.26.179,NON_OK,Error: 
dmz.bankaustria.at,162.25.25.28,NON_OK,Error: 
dispatcher.bankaustria.at;N/A;N/A;N/A
depositguarantee.bankaustria.at,23.1.71.206,OK,Error: 
stadt-wien.cug.bankaustria.at,62.122.86.150,NON_OK,Error: 
stadt-salzburg.cug.bankaustria.at,62.122.86.150,NON_OK,Error: 
evn.cug.bankaustria.at,62.122.86.150,NON_OK,Error: 
baxter.cug.bankaustria.at,62.122.86.150,NON_OK,Error: 
aua.cug.bankaustria.at,62.122.86.150,NON_OK,Error: 
crowdfunding.bankaustria.at,23.1.71.206,OK,Error: 
www.cpe.bankaustria.at,217.148.99.24,NON_OK,Error: 
coveredbonds-ir-en.bankaustria.at,23.1.71.206,OK,Error: 
corporates.bankaustria.at,23.1.71.206,OK,Error: 
content.bankaustria.at,23.1.78.162,OK,Error: 
contact.bankaustria.at,23.1.71.206,OK,Error: 
connect.bankaustria.at,162.25.25.118,NON_OK,Error: 
complaintmanagement.bankaustria.at,23.1.71.206,OK,Error: 
cee-nl.bankaustria.at,217.175.192.25,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cee-nl.bankaustria.at'. (_ssl.c:1006)
cashback.bankaustria.at,23.1.71.206,OK,Error: 
career.bankaustria.at,23.1.71.206,OK,Error: 
cardtan.bankaustria.at,23.1.71.206,OK,Error: 
businessnetqs.bankaustria.at,162.25.25.50,NON_OK,Error: 
businessnet-info.bankaustria.at,23.1.71.206,OK,Error: 
businessnet.bankaustria.at,23.1.78.162,OK,Error: 
businessline-news.bankaustria.at,23.1.71.206,OK,Error: 
boma-ba.bankaustria.at,62.122.86.150,NON_OK,Error: 
bn-knowhowzoneqs.bankaustria.at,162.25.26.165,NON_OK,Error: 
bn-knowhowzone.bankaustria.at,162.25.26.164,NON_OK,Error: 
www.bma.bankaustria.at,91.118.73.17,NON_OK,Error: All connection attempts failed
bma.bankaustria.at,91.118.73.17,NON_OK,Error: All connection attempts failed
bib-wohnbaubank.bankaustria.at,23.1.71.206,OK,Error: 
bib-otc.bankaustria.at,23.1.71.206,OK,Error: 
bib.bankaustria.at,23.1.71.206,OK,Error: 
betriebsservice.bankaustria.at,23.1.71.206,OK,Error: 
bdz-netzwerke-qatest.bankaustria.at,217.148.100.79,NON_OK,Error: 
bdz-multiplikatorennetzwerk.bankaustria.at;N/A;N/A;N/A
bdz-innovationnetzwerk-qatest.bankaustria.at,217.148.100.79,NON_OK,Error: 
bausparen.bankaustria.at,23.1.71.206,OK,Error: 
baticketing2-webapps.bankaustria.at,80.84.98.230,NON_OK,Error: 
baticketing-webapps-ma.bankaustria.at,162.25.64.157,NON_OK,Error: 
barrierefrei.bankaustria.at,23.1.71.206,OK,Error: 
banking.bankaustria.at,23.1.78.162,OK,Error: 
bankcardmobil.bankaustria.at,23.1.71.206,OK,Error: 
bankaustria4austria.bankaustria.at,23.1.71.206,OK,403
bahosting7.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting6.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting5.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting4.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting3.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting2.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting1.bankaustria.at,162.25.26.135,NON_OK,Error: 
bahosting.bankaustria.at,162.25.26.135,NON_OK,Error: 
auszeichnung.bankaustria.at,23.1.71.206,OK,Error: 
api-sandbox.bankaustria.at,213.134.66.78,NON_OK,Error: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1006)
api-findata-ba-v2.bankaustria.at,95.101.235.73,OK,401
mga-auth.api.bankaustria.at,95.101.235.81,OK,Error: 
mga.api.bankaustria.at,95.101.235.73,OK,Error: 
eaa-auth.api.bankaustria.at,23.1.78.162,OK,Error: 
eaa.api.bankaustria.at,23.1.78.162,OK,Error: 
api.bankaustria.at,213.134.66.77,NON_OK,Error: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1006)
test.annualreports.bankaustria.at,162.25.26.135,NON_OK,Error: 
annualreports.bankaustria.at,162.25.26.183,NON_OK,Error: 
annualreport2006.bankaustria.at,157.90.182.79,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'annualreport2006.bankaustria.at'. (_ssl.c:1006)
annualreport2003.bankaustria.at,157.90.89.125,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'annualreport2003.bankaustria.at'. (_ssl.c:1006)
anlagestrategie.bankaustria.at,23.1.71.206,OK,Error: 
anlagecheck.bankaustria.at,23.1.71.206,OK,Error: 
alias.bankaustria.at,23.1.71.206,OK,Error: 
aktuelles-qatest.bankaustria.at,217.148.100.74,NON_OK,Error: 
aktuelles-prtest.bankaustria.at,217.148.100.87,NON_OK,Error: 
aktuelles.bankaustria.at,23.1.71.206,OK,Error: 
aktionaere-ir.bankaustria.at,23.1.78.162,NON_OK,Error: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aktionaere-ir.bankaustria.at'. (_ssl.c:1006)
aerzteservice.bankaustria.at,23.1.71.206,OK,Error: 
_91e747dd8ab30c96dc14b5c277ad1acd.bankaustria.at;N/A;N/A;N/A
bankaustria.at,184.31.23.9,OK,Error: 
bankaustria.at,184.31.23.9,OK,Error: 
bankaustia.at;N/A;N/A;N/A
workspace.baf.at,91.213.234.252,NON_OK,Error: All connection attempts failed
vm04.baf.at,91.213.234.254,NON_OK,Error: All connection attempts failed
vm03.baf.at,91.213.234.253,NON_OK,Error: All connection attempts failed
vm02.baf.at,91.213.234.252,NON_OK,Error: All connection attempts failed
vm01.baf.at,91.213.234.251,NON_OK,Error: All connection attempts failed
vertrieb.baf.at,91.213.234.251,NON_OK,Error: All connection attempts failed
sip.baf.at;N/A;N/A;N/A
sf.baf.at,91.213.234.253,NON_OK,Error: All connection attempts failed
service.baf.at,91.213.234.253,NON_OK,Error: All connection attempts failed
premium.baf.at,91.213.234.251,NON_OK,Error: All connection attempts failed
outlook.baf.at,213.150.8.2,NON_OK,Error: 
content.news.baf.at,52.57.131.185,OK,200
mail.baf.at,91.213.234.251,NON_OK,Error: All connection attempts failed
lyncdiscover.baf.at;N/A;N/A;N/A
kcbw.baf.at,91.213.234.253,NON_OK,Error: All connection attempts failed
financecenter.baf.at,91.213.234.251,NON_OK,Error: All connection attempts failed
